sheet,category,code,name,tier,unit_price,hours,equipment,hourly_rate,material_mark_up,description
Plumbing,Water Piping/Repairs,WPR040,"Building Main Service Valve Replacement 1 1/4""-2""",MEMBER,1035.00,1.75,75.00,600.00,100.00,"Close main water meter, remove existing building valve & install new 1 1/4"" up to 2"" full port ball valve. (Exposed & readily accessible.)"
Plumbing,Water Piping/Repairs,WPR040,"Building Main Service Valve Replacement 1 1/4""-2""",STANDARD,1150.00,1.75,75.00,600.00,100.00,"Close main water meter, remove existing building valve & install new 1 1/4"" up to 2"" full port ball valve. (Exposed & readily accessible.)"
Plumbing,Water Piping/Repairs,WPR043,"Water Meter Nipple Replacement 3/4""-1""",MEMBER,547.74,1,6.45,600.00,8.60,Replace water meter nipple. (Exposed & readily accessible.)
Plumbing,Water Piping/Repairs,WPR043,"Water Meter Nipple Replacement 3/4""-1""",STANDARD,608.60,1,6.45,600.00,8.60,Replace water meter nipple. (Exposed & readily accessible.)
Plumbing,Water Piping/Repairs,WPR056,"Repair Plastic Water Pipe 1/2""-3/4"" Exposed",MEMBER,553.20,1,11.00,600.00,14.67,Remove leaking pipe/fitting & repair with CPVC pipe/fitting.
Plumbing,Water Piping/Repairs,WPR056,"Repair Plastic Water Pipe 1/2""-3/4"" Exposed",STANDARD,614.67,1,11.00,600.00,14.67,Remove leaking pipe/fitting & repair with CPVC pipe/fitting.
Plumbing,Water Piping/Repairs,WPR057,"Repair Plastic Water Pipe 1"" Exposed",MEMBER,562.80,1,19.00,600.00,25.33,Remove leaking pipe/fitting & repair with CPVC pipe/fitting.
Plumbing,Water Piping/Repairs,WPR057,"Repair Plastic Water Pipe 1"" Exposed",STANDARD,625.33,1,19.00,600.00,25.33,Remove leaking pipe/fitting & repair with CPVC pipe/fitting.
Plumbing,Water Piping/Repairs,WPR100,"Water Piping 1/2"" Copper Up To 10' Exposed",MEMBER,702.60,1.25,23.00,600.00,30.67,"Close water, remove existing pipe & install new copper 1/2"" pipe (exposed)."
Plumbing,Water Piping/Repairs,WPR100,"Water Piping 1/2"" Copper Up To 10' Exposed",STANDARD,780.67,1.25,23.00,600.00,30.67,"Close water, remove existing pipe & install new copper 1/2"" pipe (exposed)."
Plumbing,Water Piping/Repairs,WPR102,"Water Piping 3/4"" Copper Up To 10' Exposed",MEMBER,721.80,1.25,39.00,600.00,52.00,"Close water, remove existing pipe & install new copper 3/4"" pipe (exposed)."
Plumbing,Water Piping/Repairs,WPR102,"Water Piping 3/4"" Copper Up To 10' Exposed",STANDARD,802.00,1.25,39.00,600.00,52.00,"Close water, remove existing pipe & install new copper 3/4"" pipe (exposed)."
Plumbing,Water Piping/Repairs,WPR104,"Water Piping 1"" Copper Up To 10' Exposed",MEMBER,741.00,1.25,55.00,600.00,73.33,"Close water, remove existing pipe & install new copper 1"" pipe (exposed)."
Plumbing,Water Piping/Repairs,WPR104,"Water Piping 1"" Copper Up To 10' Exposed",STANDARD,823.33,1.25,55.00,600.00,73.33,"Close water, remove existing pipe & install new copper 1"" pipe (exposed)."
Plumbing,Water Piping/Repairs,WSI125,"Plastic Water Service 3/4"" Up To 50'",MEMBER,1224.66,2,120.55,600.00,160.73,Excavate & install new plastic water service. (No Digging & no landscaping.)
Plumbing,Water Piping/Repairs,WSI125,"Plastic Water Service 3/4"" Up To 50'",STANDARD,1360.73,2,120.55,600.00,160.73,Excavate & install new plastic water service. (No Digging & no landscaping.)
Plumbing,Water Piping/Repairs,WSI150,"Copper Water Service Repair 3/4""-1""",MEMBER,972.77,1.75,23.14,600.00,30.85,"Repair leak in 3/4""-1"" copper water service up to 2'. No Digging and No Landscaping"
Plumbing,Water Piping/Repairs,WSI150,"Copper Water Service Repair 3/4""-1""",STANDARD,1080.85,1.75,23.14,600.00,30.85,"Repair leak in 3/4""-1"" copper water service up to 2'. No Digging and No Landscaping"
Plumbing,Water Piping/Repairs,WSI152,"PVC Water Service Repair 3/4"" & 1""",MEMBER,1023.00,1.75,65.00,600.00,86.67,"Repair leak in 3/4"" & 1"" PVC water service. No Digging and No Landscaping"
Plumbing,Water Piping/Repairs,WSI152,"PVC Water Service Repair 3/4"" & 1""",STANDARD,1136.67,1.75,65.00,600.00,86.67,"Repair leak in 3/4"" & 1"" PVC water service. No Digging and No Landscaping"
Plumbing,Water Piping/Repairs,WSI153,Install Armorflex Insulation Per/20ft,MEMBER,276.60,0.25,118.00,600.00,157.33,Install armorflex insulation to prevent pipe freezing and temperature burn
Plumbing,Water Piping/Repairs,WSI153,Install Armorflex Insulation Per/20ft,STANDARD,307.33,0.25,118.00,600.00,157.33,Install armorflex insulation to prevent pipe freezing and temperature burn
Plumbing,Water Piping/Repairs,WSI154,Install Heat Trace Per/10ft,MEMBER,300.00,0.5,25.00,600.00,33.33,Install heat trace to prevent pipe freezing
Plumbing,Water Piping/Repairs,WSI154,Install Heat Trace Per/10ft,STANDARD,333.33,0.5,25.00,600.00,33.33,Install heat trace to prevent pipe freezing
Plumbing,Water Piping/Repairs,WSI155,Install Access Panel,MEMBER,435.00,0.75,25.00,600.00,33.33,Install access panel to gain acces to pipe connections or shut-offs
Plumbing,Water Piping/Repairs,WSI155,Install Access Panel,STANDARD,483.33,0.75,25.00,600.00,33.33,Install access panel to gain acces to pipe connections or shut-offs
Plumbing,Water Piping/Repairs,WSI156,Install or Replace Valve Box,MEMBER,447.00,0.75,35.00,600.00,46.67,Install or replace valve box with new.
Plumbing,Water Piping/Repairs,WSI156,Install or Replace Valve Box,STANDARD,496.67,0.75,35.00,600.00,46.67,Install or replace valve box with new.
Plumbing,Water Piping/Repairs,WSI157,Winterize Plumbing System,MEMBER,594.00,1,45.00,600.00,60.00,Winterize plumbing system to prevent freezing during winter months
Plumbing,Water Piping/Repairs,WSI157,Winterize Plumbing System,STANDARD,660.00,1,45.00,600.00,60.00,Winterize plumbing system to prevent freezing during winter months
Plumbing,Faucet Repairs,FR001,Premium 1 Handle Kitchen/Lav/Bar Faucet Repair,MEMBER,316.03,0.5,38.36,600.00,51.15,"Repair premium faucet (Grohe, Kohler, Freanke, KWC) & install new cartridge, o-rings & grease faucet. (Some premium parts may be an added cost.)"
Plumbing,Faucet Repairs,FR001,Premium 1 Handle Kitchen/Lav/Bar Faucet Repair,STANDARD,351.15,0.5,38.36,600.00,51.15,"Repair premium faucet (Grohe, Kohler, Freanke, KWC) & install new cartridge, o-rings & grease faucet. (Some premium parts may be an added cost.)"
Plumbing,Faucet Repairs,FR002,Quality 1 Handle Kitchen/Lav/Bar Faucet Repair,MEMBER,288.00,0.5,15.00,600.00,20.00,"Repair quality faucet (Moen, Wolverine Brass, Delta) & install new cartridge, o-rings & grease faucet.  (Some quality parts may be an added cost.)"
Plumbing,Faucet Repairs,FR002,Quality 1 Handle Kitchen/Lav/Bar Faucet Repair,STANDARD,320.00,0.5,15.00,600.00,20.00,"Repair quality faucet (Moen, Wolverine Brass, Delta) & install new cartridge, o-rings & grease faucet.  (Some quality parts may be an added cost.)"
Plumbing,Faucet Repairs,FR003,Premium 2 Handle Kitchen/Lav/Bar Faucet Repair,MEMBER,415.61,0.7,31.34,600.00,41.79,"All ceramic type (Kohler, Grohe). Install new ceramic stems & grease faucet. (Some premium parts may be an added cost. Includes 1yr warranty.)"
Plumbing,Faucet Repairs,FR003,Premium 2 Handle Kitchen/Lav/Bar Faucet Repair,STANDARD,461.79,0.7,31.34,600.00,41.79,"All ceramic type (Kohler, Grohe). Install new ceramic stems & grease faucet. (Some premium parts may be an added cost. Includes 1yr warranty.)"
Plumbing,Faucet Repairs,FR004,Quality 2 Handle Kitchen/Lav/Bar Faucet Repair,MEMBER,396.00,0.7,15.00,600.00,20.00,"Repair quality 2 handle faucet (Delta, Wolverine Brass, Moen, Central Brass) & install new stems, o-rings & grease faucet.  (Some quality parts may be an added cost.)"
Plumbing,Faucet Repairs,FR004,Quality 2 Handle Kitchen/Lav/Bar Faucet Repair,STANDARD,440.00,0.7,15.00,600.00,20.00,"Repair quality 2 handle faucet (Delta, Wolverine Brass, Moen, Central Brass) & install new stems, o-rings & grease faucet.  (Some quality parts may be an added cost.)"
Plumbing,Faucet Repairs,FR005,Premium Pull-Out Kitchen/Bar Head & Hose Repair,MEMBER,468.00,0.7,75.00,600.00,100.00,"Remove existing & install premium (Grohe, Franke, Kohler, KWC) spray head and hose.  (Some premium parts may be an added cost.)"
Plumbing,Faucet Repairs,FR005,Premium Pull-Out Kitchen/Bar Head & Hose Repair,STANDARD,520.00,0.7,75.00,600.00,100.00,"Remove existing & install premium (Grohe, Franke, Kohler, KWC) spray head and hose.  (Some premium parts may be an added cost.)"
Plumbing,Faucet Repairs,FR006,Premium Kitchen/Bar Spray Head Only Replacement,MEMBER,444.00,0.7,55.00,600.00,73.33,"Remove existing & install premium (Grohe, Franke, Kohler, KWC) spray head only.  (Some premium parts may be an added cost.)"
Plumbing,Faucet Repairs,FR006,Premium Kitchen/Bar Spray Head Only Replacement,STANDARD,493.33,0.7,55.00,600.00,73.33,"Remove existing & install premium (Grohe, Franke, Kohler, KWC) spray head only.  (Some premium parts may be an added cost.)"
Plumbing,Faucet Repairs,FR007,Premium Kitchen/Bar Spray Hose Replacement,MEMBER,408.00,0.7,25.00,600.00,33.33,"Remove existing & install (Grohe, Franke, Kohler, KWC) spray hose.  (Some premium parts may be an added cost.)"
Plumbing,Faucet Repairs,FR007,Premium Kitchen/Bar Spray Hose Replacement,STANDARD,453.33,0.7,25.00,600.00,33.33,"Remove existing & install (Grohe, Franke, Kohler, KWC) spray hose.  (Some premium parts may be an added cost.)"
Plumbing,Faucet Repairs,FR009,Quality Pull-Out Kitchen/Bar Head & Hose Repair,MEMBER,336.00,0.5,55.00,600.00,73.33,Remove existing & install new kitchen spray hose & head.
Plumbing,Faucet Repairs,FR009,Quality Pull-Out Kitchen/Bar Head & Hose Repair,STANDARD,373.33,0.5,55.00,600.00,73.33,Remove existing & install new kitchen spray hose & head.
Plumbing,Faucet Repairs,FR010,Quality Pull-Out Kitchen/Bar Spray Head Repair,MEMBER,306.00,0.5,30.00,600.00,40.00,New standard pull-out spray head only replacement.
Plumbing,Faucet Repairs,FR010,Quality Pull-Out Kitchen/Bar Spray Head Repair,STANDARD,340.00,0.5,30.00,600.00,40.00,New standard pull-out spray head only replacement.
Plumbing,Faucet Repairs,FR011,Quality Pull-Out Kitchen/Bar Spray Hose Repair,MEMBER,300.00,0.5,25.00,600.00,33.33,Remove existing & install new spray hose only.
Plumbing,Faucet Repairs,FR011,Quality Pull-Out Kitchen/Bar Spray Hose Repair,STANDARD,333.33,0.5,25.00,600.00,33.33,Remove existing & install new spray hose only.
Plumbing,Faucet Repairs,FR012,Minor Kitchen/Lav/Bar Faucet Repair,MEMBER,318.00,0.5,40.00,600.00,53.33,"Repair faucet with any minor parts - washers, o rings, seats etc."
Plumbing,Faucet Repairs,FR012,Minor Kitchen/Lav/Bar Faucet Repair,STANDARD,353.33,0.5,40.00,600.00,53.33,"Repair faucet with any minor parts - washers, o rings, seats etc."
Plumbing,Faucet Repairs,FR013,Major Kitchen/Lav/Bar Faucet Repair,MEMBER,360.00,0.5,75.00,600.00,100.00,"Repair faucet by replacing any major parts - spout, handles, stems. Includes minor repair parts - seats, washers, o rings etc."
Plumbing,Faucet Repairs,FR013,Major Kitchen/Lav/Bar Faucet Repair,STANDARD,400.00,0.5,75.00,600.00,100.00,"Repair faucet by replacing any major parts - spout, handles, stems. Includes minor repair parts - seats, washers, o rings etc."
Plumbing,Faucet Repairs,FR015,Lavatory Pop-Up Replacement,MEMBER,435.00,0.75,25.00,600.00,33.33,Replace lavatory pop-up with new wolverine brass chrome pop-up.
Plumbing,Faucet Repairs,FR015,Lavatory Pop-Up Replacement,STANDARD,483.33,0.75,25.00,600.00,33.33,Replace lavatory pop-up with new wolverine brass chrome pop-up.
Plumbing,Faucet Repairs,FRO16,Clean Sink Aerator,MEMBER,54.00,0.1,0.00,600.00,0.00,Clean sink aerator to remove minerals or debris that reduce water flow
Plumbing,Faucet Repairs,FRO16,Clean Sink Aerator,STANDARD,60.00,0.1,0.00,600.00,0.00,Clean sink aerator to remove minerals or debris that reduce water flow
Plumbing,Faucet Repairs,FRO17,Replace Sink Aerator,MEMBER,89.40,0.15,7.00,600.00,9.33,Replace defective or clogged aerator with new
Plumbing,Faucet Repairs,FRO17,Replace Sink Aerator,STANDARD,99.33,0.15,7.00,600.00,9.33,Replace defective or clogged aerator with new
Plumbing,Kitchen Faucet Install,FK001,Premium Kitchen 1 Handle Faucet W/ Spray - Chrome,MEMBER,1113.75,1.25,390.00,600.00,487.50,Remove existing & install premium single handle kitchen faucet w/ spray. (Kohler 596-CP or equiv.)
Plumbing,Kitchen Faucet Install,FK001,Premium Kitchen 1 Handle Faucet W/ Spray - Chrome,STANDARD,1237.50,1.25,390.00,600.00,487.50,Remove existing & install premium single handle kitchen faucet w/ spray. (Kohler 596-CP or equiv.)
Plumbing,Kitchen Faucet Install,FK002,Quality Kitchen 1 Handle Faucet W/ Spray - Chrome,MEMBER,879.00,1.25,170.00,600.00,226.67,Remove existing & install standard single lever kitchen faucet in chrome. (Delta 336-TP-DST or equiv.)
Plumbing,Kitchen Faucet Install,FK002,Quality Kitchen 1 Handle Faucet W/ Spray - Chrome,STANDARD,976.67,1.25,170.00,600.00,226.67,Remove existing & install standard single lever kitchen faucet in chrome. (Delta 336-TP-DST or equiv.)
Plumbing,Kitchen Faucet Install,FK003,Premium Kitchen 1 Handle Faucet W/Out Spray,MEMBER,964.12,1.15,305.00,600.00,381.25,Install premium 1 handle kitchen faucet without spray (Kohler10411-CP or equiv.).
Plumbing,Kitchen Faucet Install,FK003,Premium Kitchen 1 Handle Faucet W/Out Spray,STANDARD,1071.25,1.15,305.00,600.00,381.25,Install premium 1 handle kitchen faucet without spray (Kohler10411-CP or equiv.).
Plumbing,Kitchen Faucet Install,FK004,Quality Kitchen 1 Handle Faucet W/Out Spray,MEMBER,777.00,1.15,130.00,600.00,173.33,Install standard quality 1 handle kitchen faucet without spray (Delta 136-TP-DST or equiv.).
Plumbing,Kitchen Faucet Install,FK004,Quality Kitchen 1 Handle Faucet W/Out Spray,STANDARD,863.33,1.15,130.00,600.00,173.33,Install standard quality 1 handle kitchen faucet without spray (Delta 136-TP-DST or equiv.).
Plumbing,Kitchen Faucet Install,FK006,Premium Kitchen Faucet 2 Handle W/ Spray - Chrome,MEMBER,2750.62,1.25,1845.00,600.00,2306.25,Remove existing & install 2 handle kitchen faucet in chrome (Kohler K-76519-4-CP or equiv.).
Plumbing,Kitchen Faucet Install,FK006,Premium Kitchen Faucet 2 Handle W/ Spray - Chrome,STANDARD,3056.25,1.25,1845.00,600.00,2306.25,Remove existing & install 2 handle kitchen faucet in chrome (Kohler K-76519-4-CP or equiv.).
Plumbing,Kitchen Faucet Install,FK007,Quality Kitchen Faucet 2 Handle W/ Spray - Chrome,MEMBER,1136.25,1.25,410.00,600.00,512.50,Remove existing & install 2 handle kitchen faucet in chrome (Delta Del2497LFAR or equiv.).
Plumbing,Kitchen Faucet Install,FK007,Quality Kitchen Faucet 2 Handle W/ Spray - Chrome,STANDARD,1262.50,1.25,410.00,600.00,512.50,Remove existing & install 2 handle kitchen faucet in chrome (Delta Del2497LFAR or equiv.).
Plumbing,Kitchen Faucet Install,FK008,Quality Kitchen 2 Handle Faucet W/Out Spray,MEMBER,849.00,1.15,190.00,600.00,253.33,Install 2 handle kitchen faucet without spray. (Delta CAM26C3243 or equiv.)
Plumbing,Kitchen Faucet Install,FK008,Quality Kitchen 2 Handle Faucet W/Out Spray,STANDARD,943.33,1.15,190.00,600.00,253.33,Install 2 handle kitchen faucet without spray. (Delta CAM26C3243 or equiv.)
Plumbing,Kitchen Faucet Install,FK010,Premium Kitchen Faucet Pull-Out Spray - Chrome,MEMBER,1192.50,1.25,460.00,600.00,575.00,(Highest Quality) Remove existing & install designer pull-out spray faucet in chrome. (Kohler KOH647CP or equiv.)
Plumbing,Kitchen Faucet Install,FK010,Premium Kitchen Faucet Pull-Out Spray - Chrome,STANDARD,1325.00,1.25,460.00,600.00,575.00,(Highest Quality) Remove existing & install designer pull-out spray faucet in chrome. (Kohler KOH647CP or equiv.)
Plumbing,Kitchen Faucet Install,FK011,Premium Kitchen Faucet Pull-Out Spray - Stainless,MEMBER,1321.88,1.25,575.00,600.00,718.75,(Highest Quality - Specialty finish) Remove existing & install designer pull-out spray faucet in stainless steel. (Kohler KOH647VS or equiv.)
Plumbing,Kitchen Faucet Install,FK011,Premium Kitchen Faucet Pull-Out Spray - Stainless,STANDARD,1468.75,1.25,575.00,600.00,718.75,(Highest Quality - Specialty finish) Remove existing & install designer pull-out spray faucet in stainless steel. (Kohler KOH647VS or equiv.)
Plumbing,Kitchen Faucet Install,FK013,Quality Kitchen Faucet Pull-Out Spray - Chrome,MEMBER,981.00,1.15,320.00,600.00,400.00,(Good Quality) Remove existing & install quality single lever kitchen faucet in chrome (Delta DEL470DST or equiv.).
Plumbing,Kitchen Faucet Install,FK013,Quality Kitchen Faucet Pull-Out Spray - Chrome,STANDARD,1090.00,1.15,320.00,600.00,400.00,(Good Quality) Remove existing & install quality single lever kitchen faucet in chrome (Delta DEL470DST or equiv.).
Plumbing,Kitchen Faucet Install,FK020,Designer Kitchen Faucet Install,MEMBER,1316.25,1.5,450.00,600.00,562.50,Remove existing & install designer Grohe 33755 Kitchen Faucet in Stainless Steel with new hot & cold supplies.
Plumbing,Kitchen Faucet Install,FK020,Designer Kitchen Faucet Install,STANDARD,1462.50,1.5,450.00,600.00,562.50,Remove existing & install designer Grohe 33755 Kitchen Faucet in Stainless Steel with new hot & cold supplies.
Plumbing,Kitchen Faucet Install,FK021,Quality Kitchen Faucet Install (Supplied By Owner),MEMBER,417.92,0.75,10.77,600.00,14.36,Remove existing & install standard kitchen faucet complete with hot & cold supplies.
Plumbing,Kitchen Faucet Install,FK021,Quality Kitchen Faucet Install (Supplied By Owner),STANDARD,464.36,0.75,10.77,600.00,14.36,Remove existing & install standard kitchen faucet complete with hot & cold supplies.
Plumbing,Kitchen Faucet Install,FK022,Install Sensor Faucet,MEMBER,1068.75,1.25,350.00,600.00,437.50,Install new kitchen faucet with sensor.
Plumbing,Kitchen Faucet Install,FK022,Install Sensor Faucet,STANDARD,1187.50,1.25,350.00,600.00,437.50,Install new kitchen faucet with sensor.
Plumbing,Kitchen Faucet Install,FK023,Install Sensor Soap Dispenser,MEMBER,660.00,1,100.00,600.00,133.33,Install new kitchen soap dispenser with sensor.
Plumbing,Kitchen Faucet Install,FK023,Install Sensor Soap Dispenser,STANDARD,733.33,1,100.00,600.00,133.33,Install new kitchen soap dispenser with sensor.
Plumbing,Kitchen Faucet Install,FB001,Premium Bar Faucet Install - Chrome,MEMBER,636.00,0.9,125.00,600.00,166.67,"(Highest Qualtiy) Specialty faucet (Kohler, Grohe)"
Plumbing,Kitchen Faucet Install,FB001,Premium Bar Faucet Install - Chrome,STANDARD,706.67,0.9,125.00,600.00,166.67,"(Highest Qualtiy) Specialty faucet (Kohler, Grohe)"
Plumbing,Laundry & Bar Faucet Install,FB002,Quality Bar Faucet Install - Chrome,MEMBER,534.00,0.9,40.00,600.00,53.33,"Install quality bar faucet in chrome. (Wolverine Brass, Moen, Delta)"
Plumbing,Laundry & Bar Faucet Install,FB002,Quality Bar Faucet Install - Chrome,STANDARD,593.33,0.9,40.00,600.00,53.33,"Install quality bar faucet in chrome. (Wolverine Brass, Moen, Delta)"
Plumbing,Laundry & Bar Faucet Install,FB008,Premium Laundry Tray Faucet - Chrome,MEMBER,594.00,0.9,90.00,600.00,120.00,"(Highest Quality) Ceramic stems with 8"" spout. (Grohe, Kohler)"
Plumbing,Laundry & Bar Faucet Install,FB008,Premium Laundry Tray Faucet - Chrome,STANDARD,660.00,0.9,90.00,600.00,120.00,"(Highest Quality) Ceramic stems with 8"" spout. (Grohe, Kohler)"
Plumbing,Lavatory Faucet Install,FL005,Premium Lavatory Faucet Single Handle - Chrome,MEMBER,787.22,1.17,129.52,600.00,172.69,"Remove old faucet & drain. Install designer lavatory faucet with drain. (Kohler, Grohe)"
Plumbing,Lavatory Faucet Install,FL005,Premium Lavatory Faucet Single Handle - Chrome,STANDARD,874.69,1.17,129.52,600.00,172.69,"Remove old faucet & drain. Install designer lavatory faucet with drain. (Kohler, Grohe)"
Plumbing,Lavatory Faucet Install,FL006,Quality Lavatory Faucet Single Handle - Chrome,MEMBER,732.18,1.17,83.65,600.00,111.53,"(Good Quality) Remove old faucet & drain. Install quality lavatory faucet with drain. (Wolverine Brass, Moen, Delta)"
Plumbing,Lavatory Faucet Install,FL006,Quality Lavatory Faucet Single Handle - Chrome,STANDARD,813.53,1.17,83.65,600.00,111.53,"(Good Quality) Remove old faucet & drain. Install quality lavatory faucet with drain. (Wolverine Brass, Moen, Delta)"
Plumbing,Lavatory Faucet Install,FL010,Premium Lavatory Faucet Wideset 2 Handle - Chrome,MEMBER,1333.12,2,225.00,600.00,281.25,"(Best Quality) Remove old faucet & drain. Install designer lavatory faucet with drain. (Kohler, Newport Brass)"
Plumbing,Lavatory Faucet Install,FL010,Premium Lavatory Faucet Wideset 2 Handle - Chrome,STANDARD,1481.25,2,225.00,600.00,281.25,"(Best Quality) Remove old faucet & drain. Install designer lavatory faucet with drain. (Kohler, Newport Brass)"
Plumbing,Lavatory Faucet Install,FL011,Quality Lavatory Faucet Wideset 2 Handle - Chrome,MEMBER,1230.00,2,125.00,600.00,166.67,"(Good Quality) Remove old faucet & drain. Install better quality wideset lavatory faucet with drain. (Wolverine Brass, Delta, Moen)"
Plumbing,Lavatory Faucet Install,FL011,Quality Lavatory Faucet Wideset 2 Handle - Chrome,STANDARD,1366.67,2,125.00,600.00,166.67,"(Good Quality) Remove old faucet & drain. Install better quality wideset lavatory faucet with drain. (Wolverine Brass, Delta, Moen)"
Plumbing,Lavatory Faucet Install,FL015,"Premium Lavatory Faucet 4"" Centers 2 Handle - Chrome",MEMBER,828.00,1.2,150.00,600.00,200.00,(Best Quality) Remove old faucet & drain. Install designer lavatory faucet with drain. (Kohler)
Plumbing,Lavatory Faucet Install,FL015,"Premium Lavatory Faucet 4"" Centers 2 Handle - Chrome",STANDARD,920.00,1.2,150.00,600.00,200.00,(Best Quality) Remove old faucet & drain. Install designer lavatory faucet with drain. (Kohler)
Plumbing,Lavatory Faucet Install,FL016,"Quality Lavatory Faucet 4"" Centers 2 Handle - Chrome",MEMBER,768.00,1.2,100.00,600.00,133.33,"(Good Quality) Remove old faucet & drain. Install quality lavatory faucet with drain. (Wolverine Brass, Moen, Delta)"
Plumbing,Lavatory Faucet Install,FL016,"Quality Lavatory Faucet 4"" Centers 2 Handle - Chrome",STANDARD,853.33,1.2,100.00,600.00,133.33,"(Good Quality) Remove old faucet & drain. Install quality lavatory faucet with drain. (Wolverine Brass, Moen, Delta)"
Plumbing,Lavatory Faucet Install,FL017,"Standard Lavatory Faucet 4"" Centers 2 Handle - Chrome",MEMBER,630.00,1,75.00,600.00,100.00,(Standard Quality) Remove existing faucet & drain. Install new good quality lavatory faucet with drain.
Plumbing,Lavatory Faucet Install,FL017,"Standard Lavatory Faucet 4"" Centers 2 Handle - Chrome",STANDARD,700.00,1,75.00,600.00,100.00,(Standard Quality) Remove existing faucet & drain. Install new good quality lavatory faucet with drain.
Plumbing,Lavatory Faucet Install,FL050,Designer Lavatory Faucet Wideset - Brushed Nickel,MEMBER,1473.75,2,350.00,600.00,437.50,(Best Quality) Remove old faucet & drain. Install designer lavatory faucet Grohe Brushed nickel or polished brass with drain.
Plumbing,Lavatory Faucet Install,FL050,Designer Lavatory Faucet Wideset - Brushed Nickel,STANDARD,1637.50,2,350.00,600.00,437.50,(Best Quality) Remove old faucet & drain. Install designer lavatory faucet Grohe Brushed nickel or polished brass with drain.
Plumbing,Lavatory Faucet Install,FL090,Sensor Faucet,MEMBER,933.75,1,350.00,600.00,437.50,Remove old faucet & install new single basin faucet self closing chrome. (Touch Flow water dispenser)
Plumbing,Lavatory Faucet Install,FL090,Sensor Faucet,STANDARD,1037.50,1,350.00,600.00,437.50,Remove old faucet & install new single basin faucet self closing chrome. (Touch Flow water dispenser)
Plumbing,Tub/Shower Repairs,FR020,Minor Tub/Shower Valve Repair,MEMBER,600.00,1,50.00,600.00,66.67,"Rebuild valve by replacing minor parts to valve (washers, seats, o rings, packing etc.) Old work may incur additional charges."
Plumbing,Tub/Shower Repairs,FR020,Minor Tub/Shower Valve Repair,STANDARD,666.67,1,50.00,600.00,66.67,"Rebuild valve by replacing minor parts to valve (washers, seats, o rings, packing etc.) Old work may incur additional charges."
Plumbing,Tub/Shower Repairs,TSR002,Designer Single Control Tub/Shower Valve Repair,MEMBER,802.44,1.25,106.20,600.00,141.60,"Close water, remove existing & install new imported thermostat cartridge. (Grohe, Franke, KWC) Old work may incur additional charges."
Plumbing,Tub/Shower Repairs,TSR002,Designer Single Control Tub/Shower Valve Repair,STANDARD,891.60,1.25,106.20,600.00,141.60,"Close water, remove existing & install new imported thermostat cartridge. (Grohe, Franke, KWC) Old work may incur additional charges."
Plumbing,Tub/Shower Repairs,TSR005,Premium Single Control Tub/Shower Valve Repair,MEMBER,589.82,1,41.52,600.00,55.36,"Close water, remove existing & install new premium repair kit & grease. (Kohler, Am Std, Gerber) Old work may incur additional charges."
Plumbing,Tub/Shower Repairs,TSR005,Premium Single Control Tub/Shower Valve Repair,STANDARD,655.36,1,41.52,600.00,55.36,"Close water, remove existing & install new premium repair kit & grease. (Kohler, Am Std, Gerber) Old work may incur additional charges."
Plumbing,Tub/Shower Repairs,TSR010,Standard Single Control Tub/Shower Valve Repair,MEMBER,557.90,1,14.92,600.00,19.89,"Close water, remove existing & install new premium cartridge & grease. (Moen, Delta, WB)"
Plumbing,Tub/Shower Repairs,TSR010,Standard Single Control Tub/Shower Valve Repair,STANDARD,619.89,1,14.92,600.00,19.89,"Close water, remove existing & install new premium cartridge & grease. (Moen, Delta, WB)"
Plumbing,Tub/Shower Repairs,TSR020,Push Button Diverter Replacement,MEMBER,563.48,1,19.57,600.00,26.09,"Install new (Moen, Delta) push button Diverter."
Plumbing,Tub/Shower Repairs,TSR020,Push Button Diverter Replacement,STANDARD,626.09,1,19.57,600.00,26.09,"Install new (Moen, Delta) push button Diverter."
Plumbing,Tub/Shower Repairs,TSR082,Temperature Control Balancing Spool Replacement,MEMBER,591.01,1,42.51,600.00,56.68,"Install new (Moen, Delta, WB) temperature balancing spool."
Plumbing,Tub/Shower Repairs,TSR082,Temperature Control Balancing Spool Replacement,STANDARD,656.68,1,42.51,600.00,56.68,"Install new (Moen, Delta, WB) temperature balancing spool."
Plumbing,Tub/Shower Repairs,TSR083,Standard Handle Replacement Single Tub/Shower,MEMBER,456.01,0.75,42.51,600.00,56.68,"Install new standard handle kit (Moen, Delta, or equivalent)."
Plumbing,Tub/Shower Repairs,TSR083,Standard Handle Replacement Single Tub/Shower,STANDARD,506.68,0.75,42.51,600.00,56.68,"Install new standard handle kit (Moen, Delta, or equivalent)."
Plumbing,Tub/Shower Repairs,TSR110,Tub/Shower Rebuild Complete,MEMBER,777.00,1.25,85.00,600.00,113.33,"Complete rebuild, all new chrome trim, handles, cover tubes, stems & diverter stem."
Plumbing,Tub/Shower Repairs,TSR110,Tub/Shower Rebuild Complete,STANDARD,863.33,1.25,85.00,600.00,113.33,"Complete rebuild, all new chrome trim, handles, cover tubes, stems & diverter stem."
Plumbing,Tub/Shower Repairs,TSR125,Diverter Stem Replacement,MEMBER,429.00,0.75,20.00,600.00,26.67,Replace diverter stem.
Plumbing,Tub/Shower Repairs,TSR125,Diverter Stem Replacement,STANDARD,476.67,0.75,20.00,600.00,26.67,Replace diverter stem.
